row-id,reference,council-tax-band,amount,geography,organisation,documentation-url_en,documentation-url_cy,council-tax-rate,start-date,end-date
805,181,council-tax-band-a,921.20,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:181,2019-04-06,2020-04-05
806,182,council-tax-band-b,1074.73,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:182,2019-04-06,2020-04-05
807,183,council-tax-band-c,1228.27,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:183,2019-04-06,2020-04-05
808,184,council-tax-band-d,1381.80,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:184,2019-04-06,2020-04-05
809,185,council-tax-band-e,1688.87,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:185,2019-04-06,2020-04-05
810,186,council-tax-band-f,1995.93,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:186,2019-04-06,2020-04-05
811,187,council-tax-band-g,2303.00,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:187,2019-04-06,2020-04-05
812,188,council-tax-band-h,2763.60,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:188,2019-04-06,2020-04-05
813,189,council-tax-band-i,3224.20,W06000022,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:189,2019-04-06,2020-04-05
814,190,council-tax-band-a,980.88,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:190,2019-04-06,2020-04-05
815,191,council-tax-band-b,1144.36,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:191,2019-04-06,2020-04-05
816,192,council-tax-band-c,1307.84,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:192,2019-04-06,2020-04-05
817,193,council-tax-band-d,1471.32,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:193,2019-04-06,2020-04-05
818,194,council-tax-band-e,1798.28,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:194,2019-04-06,2020-04-05
819,195,council-tax-band-f,2125.24,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:195,2019-04-06,2020-04-05
820,196,council-tax-band-g,2452.20,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:196,2019-04-06,2020-04-05
821,197,council-tax-band-h,2942.64,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:197,2019-04-06,2020-04-05
822,198,council-tax-band-i,3433.08,W06000015,,https://gov.wales/council-tax-levels-april-2019-march-2020,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2019-i-mawrth-2020,council-tax-rate:198,2019-04-06,2020-04-05
823,1,council-tax-band:a,960.52,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:1,2018-04-06,2019-04-05
824,2,council-tax-band:b,1120.61,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:2,2018-04-06,2019-04-05
825,3,council-tax-band:c,1280.69,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:3,2018-04-06,2019-04-05
826,4,council-tax-band:d,1440.78,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:4,2018-04-06,2019-04-05
827,5,council-tax-band:e,1760.95,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:5,2018-04-06,2019-04-05
828,6,council-tax-band:f,2081.13,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:6,2018-04-06,2019-04-05
829,7,council-tax-band:g,2401.30,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:7,2018-04-06,2019-04-05
830,8,council-tax-band:h,2881.56,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:8,2018-04-06,2019-04-05
831,9,council-tax-band:i,3361.82,W06000001,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:9,2018-04-06,2019-04-05
832,10,council-tax-band:a,1067.35,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:10,2018-04-06,2019-04-05
833,11,council-tax-band:b,1245.25,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:11,2018-04-06,2019-04-05
834,12,council-tax-band:c,1423.14,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:12,2018-04-06,2019-04-05
835,13,council-tax-band:d,1601.03,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:13,2018-04-06,2019-04-05
836,14,council-tax-band:e,1956.81,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:14,2018-04-06,2019-04-05
837,15,council-tax-band:f,2312.60,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:15,2018-04-06,2019-04-05
838,16,council-tax-band:g,2668.38,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:16,2018-04-06,2019-04-05
839,17,council-tax-band:h,3202.06,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:17,2018-04-06,2019-04-05
840,18,council-tax-band:i,3735.74,W06000002,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:18,2018-04-06,2019-04-05
841,19,council-tax-band:a,979.44,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:19,2018-04-06,2019-04-05
842,20,council-tax-band:b,1142.68,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:20,2018-04-06,2019-04-05
843,21,council-tax-band:c,1305.92,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:21,2018-04-06,2019-04-05
844,22,council-tax-band:d,1469.16,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:22,2018-04-06,2019-04-05
845,23,council-tax-band:e,1795.64,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:23,2018-04-06,2019-04-05
846,24,council-tax-band:f,2122.12,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:24,2018-04-06,2019-04-05
847,25,council-tax-band:g,2448.60,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:25,2018-04-06,2019-04-05
848,26,council-tax-band:h,2938.32,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:26,2018-04-06,2019-04-05
849,27,council-tax-band:i,3428.04,W06000003,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:27,2018-04-06,2019-04-05
850,28,council-tax-band:a,1036.93,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:28,2018-04-06,2019-04-05
851,29,council-tax-band:b,1209.75,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:29,2018-04-06,2019-04-05
852,30,council-tax-band:c,1382.57,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:30,2018-04-06,2019-04-05
853,31,council-tax-band:d,1555.39,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:31,2018-04-06,2019-04-05
854,32,council-tax-band:e,1901.03,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:32,2018-04-06,2019-04-05
855,33,council-tax-band:f,2246.68,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:33,2018-04-06,2019-04-05
856,34,council-tax-band:g,2592.32,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:34,2018-04-06,2019-04-05
857,35,council-tax-band:h,3110.78,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:35,2018-04-06,2019-04-05
858,36,council-tax-band:i,3629.24,W06000004,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:36,2018-04-06,2019-04-05
859,37,council-tax-band:a,986.88,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:37,2018-04-06,2019-04-05
860,38,council-tax-band:b,1151.36,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:38,2018-04-06,2019-04-05
861,49,council-tax-band:c,1315.84,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:39,2018-04-06,2019-04-05
862,40,council-tax-band:d,1480.32,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:40,2018-04-06,2019-04-05
863,41,council-tax-band:e,1809.28,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:41,2018-04-06,2019-04-05
864,42,council-tax-band:f,2138.24,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:42,2018-04-06,2019-04-05
865,43,council-tax-band:g,2467.20,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:43,2018-04-06,2019-04-05
866,44,council-tax-band:h,2960.64,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:44,2018-04-06,2019-04-05
867,45,council-tax-band:i,3454.08,W06000005,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:45,2018-04-06,2019-04-05
868,46,council-tax-band:a,932.25,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:46,2018-04-06,2019-04-05
869,47,council-tax-band:b,1087.62,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:47,2018-04-06,2019-04-05
870,48,council-tax-band:c,1243.00,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:48,2018-04-06,2019-04-05
871,49,council-tax-band:d,1398.37,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:49,2018-04-06,2019-04-05
872,50,council-tax-band:e,1709.12,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:50,2018-04-06,2019-04-05
873,51,council-tax-band:f,2019.87,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:51,2018-04-06,2019-04-05
874,52,council-tax-band:g,2330.62,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:52,2018-04-06,2019-04-05
875,53,council-tax-band:h,2796.74,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:53,2018-04-06,2019-04-05
876,54,council-tax-band:i,3262.86,W06000006,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:54,2018-04-06,2019-04-05
877,55,council-tax-band:a,980.38,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:55,2018-04-06,2019-04-05
878,56,council-tax-band:b,1143.78,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:56,2018-04-06,2019-04-05
879,57,council-tax-band:c,1307.17,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:57,2018-04-06,2019-04-05
880,58,council-tax-band:d,1470.57,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:58,2018-04-06,2019-04-05
881,59,council-tax-band:e,1797.36,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:69,2018-04-06,2019-04-05
882,60,council-tax-band:f,2124.16,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:60,2018-04-06,2019-04-05
883,61,council-tax-band:g,2450.95,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:61,2018-04-06,2019-04-05
884,62,council-tax-band:h,2941.14,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:62,2018-04-06,2019-04-05
885,63,council-tax-band:i,3431.33,W06000023,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:63,2018-04-06,2019-04-05
886,64,council-tax-band:a,989.07,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:64,2018-04-06,2019-04-05
887,65,council-tax-band:b,1153.92,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:65,2018-04-06,2019-04-05
888,66,council-tax-band:c,1318.77,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:66,2018-04-06,2019-04-05
889,67,council-tax-band:d,1483.61,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:67,2018-04-06,2019-04-05
890,68,council-tax-band:e,1813.30,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:68,2018-04-06,2019-04-05
891,69,council-tax-band:f,2142.99,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:69,2018-04-06,2019-04-05
892,70,council-tax-band:g,2472.68,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:70,2018-04-06,2019-04-05
893,71,council-tax-band:h,2967.22,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:71,2018-04-06,2019-04-05
894,72,council-tax-band:i,3461.76,W06000008,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:72,2018-04-06,2019-04-05
895,73,council-tax-band:a,834.94,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:73,2018-04-06,2019-04-05
896,74,council-tax-band:b,974.10,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:74,2018-04-06,2019-04-05
897,75,council-tax-band:c,1113.25,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:75,2018-04-06,2019-04-05
898,76,council-tax-band:d,1252.41,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:76,2018-04-06,2019-04-05
899,77,council-tax-band:e,1530.72,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:77,2018-04-06,2019-04-05
900,78,council-tax-band:f,1809.04,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:78,2018-04-06,2019-04-05
901,79,council-tax-band:g,2087.35,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:79,2018-04-06,2019-04-05
902,80,council-tax-band:h,2504.82,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:80,2018-04-06,2019-04-05
903,81,council-tax-band:i,2922.29,W06000009,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:81,2018-04-06,2019-04-05
904,82,council-tax-band:a,1000.23,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:82,2018-04-06,2019-04-05
905,83,council-tax-band:b,1166.94,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:83,2018-04-06,2019-04-05
906,84,council-tax-band:c,1333.64,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:84,2018-04-06,2019-04-05
907,85,council-tax-band:d,1500.35,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:85,2018-04-06,2019-04-05
908,86,council-tax-band:e,1833.76,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:86,2018-04-06,2019-04-05
909,87,council-tax-band:f,2167.17,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:87,2018-04-06,2019-04-05
910,88,council-tax-band:g,2500.58,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:88,2018-04-06,2019-04-05
911,89,council-tax-band:h,3000.70,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:89,2018-04-06,2019-04-05
912,90,council-tax-band:i,3500.82,W06000010,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:90,2018-04-06,2019-04-05
913,91,council-tax-band-a,1011.83,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:91,2018-04-06,2019-04-05
914,92,council-tax-band-b,1180.47,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:92,2018-04-06,2019-04-05
915,93,council-tax-band-c,1349.11,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:93,2018-04-06,2019-04-05
916,94,council-tax-band-d,1517.75,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:94,2018-04-06,2019-04-05
917,95,council-tax-band-e,1855.03,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:95,2018-04-06,2019-04-05
918,96,council-tax-band-f,2192.31,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:96,2018-04-06,2019-04-05
919,97,council-tax-band-g,2529.58,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:97,2018-04-06,2019-04-05
920,98,council-tax-band-h,3035.50,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:98,2018-04-06,2019-04-05
921,99,council-tax-band-i,3541.42,W06000011,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:99,2018-04-06,2019-04-05
922,100,council-tax-band-a,1181.65,W06000012,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:100,2018-04-06,2019-04-05
923,101,council-tax-band-b,1378.60,W06000012,,https://gov.wales/council-tax-levels-april-2018-march-2019,https://llyw.cymru/lefelaur-dreth-gyngor-ebrill-2018-i-mawrth-2019,council-tax-rate:101,2018-04-06,2019-04-05
